tweet_id,favorites_count,retweets_count
667453023279554560,298,85
667443425659232256,751,548
667437278097252352,432,225
667435689202614272,296,82
667405339315146752,448,213
667393430834667520,186,52
667369227918143488,351,153
667211855547486208,467,227
667200525029539841,591,248
667192066997374976,367,94
667188689915760640,713,380
667182792070062081,13667,5859
667177989038297088,184,51
667176164155375616,583,435
667174963120574464,234,74
667171260800061440,211,79
667165590075940865,2572,1072
667160273090932737,248,60
667152164079423490,45601,16071
667138269671505920,4373,2073
667119796878725120,318,123
667090893657276420,317,118
667073648344346624,380,113
667070482143944705,80,14
667065535570550784,161,42
667062181243039745,209,49
667044094246576128,176,47
667012601033924608,427,211
666996132027977728,232,84
666983947667116034,2441,928
666837028449972224,768,525
666835007768551424,201,77
666826780179869698,243,88
666817836334096384,491,236
666804364988780544,221,85
666786068205871104,718,461
666781792255496192,367,179
666776908487630848,330,161
666739327293083650,222,62
666701168228331520,408,206
666691418707132416,175,45
666649482315059201,1061,583
666644823164719104,220,76
666454714377183233,490,199
666447344410484738,98,18
666437273139982337,116,42
666435652385423360,158,48
666430724426358785,300,177
666428276349472768,156,77
666421158376562688,301,106
666418789513326592,115,42
666411507551481857,412,299
666407126856765440,100,32
666396247373291520,157,75
666373753744588802,173,83
666362758909284353,726,519
666353288456101888,197,66
666345417576210432,274,128
666337882303524864,181,83
666293911632134144,467,319
666287406224695296,137,62
666273097616637952,161,71
666268910803644416,95,32
666104133288665088,13653,5990
666102155909144576,70,11
666099513787052032,142,60
666094000022159362,153,67
666082916733198337,103,41
666073100786774016,297,146
666071193221509120,136,53
666063827256086533,445,197
666058600524156928,105,54
666057090499244032,268,127
666055525042405380,409,221
666051853826850816,1127,777
666050758794694657,125,51
666049248165822465,96,39
666044226329800704,272,132
666033412701032449,112,41
666029285002620928,121,42
666020888022790149,2414,462
